Periodo;Codigo usuario;Factura;Estrato;Ciclo;COD Municipio;Estado;Consumo;Normalizado;Promedio;Dias_Facturados;ID_Mes;es_estacional
202304;11;27805546;13;2;601;A;7.0;17.85117182449628;10.0;30;19;0
202303;11;27582458;13;2;601;A;8.0;19.777559229425535;10.0;31;20;0
202302;11;27358689;13;2;601;A;12.0;31.636528693869025;9.0;30;21;0
202301;11;27136915;13;2;601;A;12.0;31.239055145270427;8.0;30;22;0
202212;11;26919005;13;2;601;A;11.0;27.854063809855624;8.0;30;23;0
202211;11;26696165;13;2;601;A;13.0;33.2173487044619;8.0;30;24;0
202210;11;26477667;13;2;601;A;9.0;23.058822943098765;9.0;31;25;0
202209;11;26272995;13;2;601;A;6.0;15.2356209987396;10.0;31;26;0
202208;11;26044699;13;2;601;A;3.0;7.609094336444212;12.0;30;27;0
202207;11;25834688;13;2;601;A;10.0;26.171959528618636;11.0;29;28;0
202206;11;25616465;13;2;601;A;12.0;29.770869833900505;11.0;31;29;0
202205;11;25404632;13;2;601;A;13.0;32.90153977219737;9.0;30;30;0
202204;11;25197388;13;2;601;A;13.0;31.80576115682456;8.0;31;31;0
202203;11;24984760;13;2;601;A;14.0;34.5546232169724;7.0;31;32;0
202202;11;24778327;13;2;601;A;12.0;31.762916738121536;6.0;30;33;0
202201;11;24571297;13;2;601;A;6.0;15.163608333072606;6.0;30;34;0
202112;11;24366555;13;2;601;A;9.0;23.82296335251834;6.0;30;35;0
202111;11;24165711;13;2;601;A;5.0;12.119557285593016;7.0;32;36;0
202110;11;23961518;13;2;601;A;4.0;10.229018966475723;8.0;30;37;0
202109;11;23761528;13;2;601;A;6.0;16.29190600560903;8.0;28;38;0
202108;11;23565528;13;2;601;A;7.0;19.13605530198321;8.0;28;39;0
202107;11;23365408;13;2;601;A;9.0;23.72207361657103;8.0;30;40;0
202410;12;32011158;13;2;601;A;10.0;27.067818510130817;11.0;29;1;0
202409;12;31769683;13;2;601;A;11.0;27.578085196764114;9.0;31;2;0
202408;12;31527810;13;2;601;A;12.0;30.301290071927735;7.0;31;3;0
202407;12;31279784;13;2;601;A;12.0;30.86910221507238;6.0;30;4;0
202406;12;31044769;13;2;601;A;15.0;37.00968520164844;3.0;31;5;0
202405;12;30803594;13;2;601;A;10.0;26.378955572128934;2.0;30;6;0
202404;12;30566987;13;2;601;A;10.0;24.598489318184072;1.0;31;7;0
202403;12;30332664;13;2;601;A;0.0;0.0;5.0;30;8;0
202402;12;30096665;13;2;601;A;0.0;0.0;9.0;32;9;0
202401;12;29864422;13;2;601;A;0.0;0.0;12.0;30;10;0
202312;12;29631069;13;2;601;A;0.0;0.0;13.0;31;11;0
202311;12;29401392;13;2;601;A;0.0;0.0;14.0;30;12;0
202310;12;29169446;13;2;601;A;4.0;10.25898874973181;15.0;30;13;0
202309;12;28940067;13;2;601;A;29.0;73.6390598785091;12.0;31;14;0
202308;12;28711411;13;2;601;A;25.0;66.04930445051339;11.0;30;15;0
202307;12;28490346;13;2;601;A;15.0;36.79519921652779;10.0;31;16;0
202306;12;28256422;13;2;601;A;8.0;20.1470964976117;11.0;31;17;0
202305;12;28031054;13;2;601;A;8.0;20.63658125545411;11.0;30;18;0
202304;12;27805547;13;2;601;A;9.0;23.195132393678563;10.0;30;19;0
202303;12;27582460;13;2;601;A;11.0;27.51222258482681;8.0;31;20;0
202302;12;27358691;13;2;601;A;15.0;39.45112716802592;6.0;30;21;0
202301;12;27136916;13;2;601;A;13.0;33.65659982236282;5.0;30;22;0
202212;12;26919010;13;2;601;A;13.0;33.512168854121605;5.0;30;23;0
202211;12;26696166;13;2;601;A;8.0;20.91608063222647;6.0;30;24;0
202210;12;26477670;13;2;601;A;1.0;2.456159462533799;7.0;31;25;0
202209;12;26272996;13;2;601;A;0.0;0.0;9.0;31;26;0
202208;12;26044701;13;2;601;A;0.0;0.0;10.0;30;27;0
202207;12;25834690;13;2;601;A;10.0;26.842379759097778;10.0;29;28;0
202206;12;25616468;13;2;601;A;15.0;38.1043210933731;10.0;31;29;0
202205;12;25404634;13;2;601;A;10.0;25.91479348101246;9.0;30;30;0
202204;12;25197390;13;2;601;A;11.0;27.550050249782473;9.0;31;31;0
202203;12;24984761;13;2;601;A;8.0;19.82504424577479;9.0;31;32;0
202202;12;24778331;13;2;601;A;10.0;26.237266718380052;9.0;30;33;0
202201;12;24571298;13;2;601;A;11.0;28.82522160039155;8.0;30;34;0
202112;12;24366558;13;2;601;A;10.0;25.648730327322646;8.0;30;35;0
202111;12;24165713;13;2;601;A;9.0;21.392099460192572;8.0;32;36;0
202110;12;23961519;13;2;601;A;10.0;26.267904722284147;9.0;30;37;0
202109;12;23761531;13;2;601;A;7.0;19.189775869167413;9.0;28;38;0
202108;12;23565531;13;2;601;A;8.0;22.507605870638955;9.0;28;39;0
202107;12;23365409;13;2;601;A;7.0;18.056512088508654;10.0;30;40;0
202410;13;32011159;13;2;601;A;4.0;10.604694828192155;5.0;29;1;0
202409;13;31769684;13;2;601;A;2.0;5.047046615160408;6.0;31;2;0
202408;13;31527811;13;2;601;A;3.0;7.67955166999732;7.0;31;3;0
202407;13;31279785;13;2;601;A;5.0;12.786033878255182;7.0;30;4;0
202406;13;31044770;13;2;601;A;8.0;20.096631951228623;7.0;31;5;0
202405;13;30803595;13;2;601;A;10.0;26.46798770449495;6.0;30;6;0
202404;13;30566988;13;2;601;A;6.0;15.185369473192594;5.0;31;7;0
202403;13;30332666;13;2;601;A;6.0;15.888240053955638;5.0;30;8;0
202402;13;30096667;13;2;601;A;8.0;19.494097774453056;5.0;32;9;0
202401;13;29864424;13;2;601;A;7.0;18.478490557957034;5.0;30;10;0
202312;13;29631070;13;2;601;A;8.0;20.047782937359123;4.0;31;11;0
202311;13;29401397;13;2;601;A;3.0;7.5896122829963755;5.0;30;12;0
202310;13;29169447;13;2;601;A;0.0;0.0;6.0;30;13;0
202309;13;28940068;13;2;601;A;4.0;10.064341733176196;7.0;31;14;0
202308;13;28711412;13;2;601;A;7.0;18.11425421591168;7.0;30;15;0
202307;13;28490347;13;2;601;A;7.0;17.159435564121118;8.0;31;16;0
202306;13;28256423;13;2;601;A;7.0;17.458424318244514;9.0;31;17;0
202305;13;28031056;13;2;601;A;5.0;13.247823525813773;9.0;30;18;0
202304;13;27805548;13;2;601;A;9.0;23.2531758144259;9.0;30;19;0
202303;13;27582462;13;2;601;A;9.0;22.786977824187844;9.0;31;20;0
202302;13;27358693;13;2;601;A;9.0;23.151773796158754;9.0;30;21;0
202301;13;27136917;13;2;601;A;11.0;27.82142670822632;9.0;30;22;0
202212;13;26919015;13;2;601;A;11.0;28.556894904088992;9.0;30;23;0
202211;13;26696167;13;2;601;A;9.0;23.167022302332295;9.0;30;24;0
202210;13;26477673;13;2;601;A;9.0;22.93885260185908;10.0;31;25;0
202209;13;26272997;13;2;601;A;8.0;19.92276810369387;10.0;31;26;0
202208;13;26044703;13;2;601;A;9.0;22.84832362976692;10.0;30;27;0
202207;13;25834692;13;2;601;A;9.0;24.28284227640951;10.0;29;28;0
202206;13;25616471;13;2;601;A;12.0;30.58059261554203;9.0;31;29;0
202205;13;25404636;13;2;601;A;10.0;25.445900924397243;9.0;30;30;0
202204;13;25197392;13;2;601;A;12.0;30.496832016525012;9.0;31;31;0
202203;13;24984762;13;2;601;A;9.0;23.069121192875592;9.0;31;32;0
202202;13;24778335;13;2;601;A;8.0;20.907856817724788;9.0;30;33;0
202201;13;24571299;13;2;601;A;9.0;23.40890945688286;9.0;30;34;0
202112;13;24366561;13;2;601;A;8.0;20.286016519425306;9.0;30;35;0
202111;13;24165714;13;2;601;A;10.0;24.33308726286929;10.0;32;36;0
202110;13;23961520;13;2;601;A;11.0;28.334797800830017;10.0;30;37;0
202109;13;23761534;13;2;601;A;12.0;33.90483810978756;9.0;28;38;0
202108;13;23565534;13;2;601;A;9.0;25.268308547627797;9.0;28;39;0
202107;13;23365410;13;2;601;A;8.0;20.22918599408699;8.0;30;40;0
202410;14;32011160;13;2;601;A;6.0;16.341092961210286;6.0;29;1;0
202409;14;31769685;13;2;601;A;2.0;5.005280004709158;6.0;31;2;0
202408;14;31527812;13;2;601;A;8.0;20.195935181876376;5.0;31;3;0
202407;14;31279786;13;2;601;A;9.0;23.219194516328795;4.0;30;4;0
202406;14;31044771;13;2;601;A;5.0;12.378725009740242;5.0;31;5;0
202405;14;30803596;13;2;601;A;8.0;20.87702131199987;4.0;30;6;0
202404;14;30566989;13;2;601;A;4.0;10.176120848637167;4.0;31;7;0
202403;14;30332668;13;2;601;A;6.0;15.882602212976014;3.0;30;8;0
202402;14;30096669;13;2;601;A;0.0;0.0;4.0;32;9;0
202401;14;29864426;13;2;601;A;4.0;10.467234236411183;5.0;30;10;0
202312;14;29631071;13;2;601;A;7.0;17.750387929533588;4.0;31;11;0
202311;14;29401402;13;2;601;A;4.0;10.574842320653332;4.0;30;12;0
202310;14;29169448;13;2;601;A;6.0;15.64717474781268;4.0;30;13;0
202309;14;28940069;13;2;601;A;0.0;0.0;5.0;31;14;0
202308;14;28711413;13;2;601;A;7.0;17.675979982090887;5.0;30;15;0
202307;14;28490348;13;2;601;A;6.0;15.054420509831477;5.0;31;16;0
202306;14;28256424;13;2;601;A;3.0;7.666233577347278;5.0;31;17;0
202305;14;28031058;13;2;601;A;6.0;15.419374702829208;4.0;30;18;0
202304;14;27805549;13;2;601;A;6.0;15.583523261812747;3.0;30;19;0
202303;14;27582463;13;2;601;A;3.0;7.521197586960353;3.0;31;20;0
202302;14;27358695;13;2;601;A;8.0;20.57977305813843;3.0;30;21;0
202301;14;27136918;13;2;601;A;4.0;10.52489279778738;3.0;30;22;0
202212;14;26919020;13;2;601;A;2.0;5.20945522325925;3.0;30;23;0
202211;14;26696168;13;2;601;A;2.0;5.058999839682475;3.0;30;24;0
202210;14;26477676;13;2;601;A;2.0;4.9274481868017865;4.0;31;25;0
202209;14;26272998;13;2;601;A;3.0;7.483531631305701;4.0;31;26;0
202208;14;26044705;13;2;601;A;5.0;12.822550768474834;5.0;30;27;0
202207;14;25834694;13;2;601;A;3.0;8.101911829552126;5.0;29;28;0
202206;14;25616474;13;2;601;A;3.0;7.373113012013621;5.0;31;29;0
202205;14;25404638;13;2;601;A;5.0;13.179853767309757;4.0;30;30;0
202204;14;25197394;13;2;601;A;4.0;9.922537124224334;4.0;31;31;0
202203;14;24984763;13;2;601;A;8.0;20.235610497784634;4.0;31;32;0
202202;14;24778339;13;2;601;A;8.0;20.45022279462686;3.0;30;33;0
202201;14;24571300;13;2;601;A;2.0;5.282822070130949;3.0;30;34;0
202112;14;24366564;13;2;601;A;2.0;5.193102307031755;4.0;30;35;0
202111;14;24165715;13;2;601;A;3.0;7.13850497327011;4.0;32;36;0
202110;14;23961521;13;2;601;A;3.0;7.769407844763958;4.0;30;37;0
202109;14;23761538;13;2;601;A;5.0;13.972643418427118;4.0;28;38;0
202108;14;23565537;13;2;601;A;4.0;10.863748458329304;5.0;28;39;0
202107;14;23365411;13;2;601;A;4.0;10.277614956734432;6.0;30;40;0
202410;15;32011161;13;2;601;A;29.0;77.39910789102667;25.0;29;1;0
202409;15;31769686;13;2;601;A;31.0;76.95898337016963;23.0;31;2;0
202408;15;31527813;13;2;601;A;31.0;78.13522621037342;22.0;31;3;0
202407;15;31279787;13;2;601;A;25.0;64.10534380149508;21.0;30;4;0
202406;15;31044772;13;2;601;A;24.0;61.34564616131858;20.0;31;5;0
202405;15;30803597;13;2;601;A;23.0;60.88337017161323;19.0;30;6;0
202404;15;30566990;13;2;601;A;22.0;56.29658334745293;17.0;31;7;0
202403;15;30332670;13;2;601;A;18.0;46.412110595395944;15.0;30;8;0
202402;15;30096671;13;2;601;A;28.0;66.54024552204343;12.0;32;9;0
202401;15;29864428;13;2;601;A;20.0;50.999543132269174;11.0;30;10;0
202312;15;29631072;13;2;601;A;17.0;42.96534752037596;10.0;31;11;0
202311;15;29401407;13;2;601;A;16.0;42.27991967320663;9.0;30;12;0
202310;15;29169449;13;2;601;A;7.0;18.030216504593568;8.0;30;13;0
202309;15;28940070;13;2;601;A;9.0;22.82623378444441;8.0;31;14;0
202308;15;28711414;13;2;601;A;9.0;22.865430859133227;11.0;30;15;0
202307;15;28490349;13;2;601;A;11.0;27.009470771437762;11.0;31;16;0
202306;15;28256425;13;2;601;A;12.0;29.539363372323972;12.0;31;17;0
202305;15;28031060;13;2;601;A;7.0;17.696087692053474;13.0;30;18;0
202304;15;27805550;13;2;601;A;3.0;7.852590849359452;15.0;30;19;0
202303;15;27582464;13;2;601;A;10.0;25.042971827306438;16.0;31;20;0
202302;15;27358697;13;2;601;A;23.0;59.612715442887904;14.0;30;21;0
202301;15;27136919;13;2;601;A;16.0;41.23511186100002;13.0;30;22;0
202212;15;26919024;13;2;601;A;17.0;43.24029631799252;11.0;30;23;0
202211;15;26696169;13;2;601;A;15.0;38.72287567822903;11.0;30;24;0
202210;15;26477679;13;2;601;A;15.0;36.9871996672832;10.0;31;25;0
202209;15;26272999;13;2;601;A;12.0;30.604109782643214;12.0;31;26;0
202208;15;26044707;13;2;601;A;12.0;31.247227113454898;14.0;30;27;0
202207;15;25834696;13;2;601;A;10.0;27.25407388860569;14.0;29;28;0
202206;15;25616477;13;2;601;A;6.0;15.132980879849384;16.0;31;29;0
202205;15;25404640;13;2;601;A;14.0;35.8314779960554;17.0;30;30;0
202204;15;25197396;13;2;601;A;12.0;30.42341387203667;18.0;31;31;0
202203;15;24984764;13;2;601;A;24.0;60.621328634455125;16.0;31;32;0
202202;15;24778343;13;2;601;A;19.0;48.57778899913778;15.0;30;33;0
202201;15;24571301;13;2;601;A;16.0;41.13180426694648;15.0;30;34;0
202112;15;24366567;13;2;601;A;17.0;42.93954509277932;15.0;30;35;0
202111;15;24165717;13;2;601;A;21.0;50.5492378883821;14.0;32;36;0
202110;15;23961522;13;2;601;A;14.0;36.60625938894032;14.0;30;37;0
202109;15;23761542;13;2;601;A;14.0;38.60928200276212;14.0;28;38;0
202108;15;23565540;13;2;601;A;13.0;35.943125472194225;15.0;28;39;0
202107;15;23365412;13;2;601;A;18.0;45.62195446815675;15.0;30;40;0
202410;1;32011148;12;2;601;A;8.0;8.717530925417531;8.0;29;1;1
202409;1;31769673;12;2;601;A;8.0;7.880625521572521;8.0;31;2;1
202408;1;31527800;12;2;601;A;9.0;8.871862315084925;9.0;31;3;1
202407;1;31279774;12;2;601;A;8.0;8.264201051587445;10.0;30;4;1
202406;1;31044759;12;2;601;A;9.0;8.936718458070942;10.0;31;5;1
202405;1;30803584;12;2;601;A;8.0;8.298788781587103;10.0;30;6;1
202404;1;30566977;12;2;601;A;9.0;8.864348778272136;10.0;31;7;1
202403;1;30332642;12;2;601;A;10.0;10.364511789414767;11.0;30;8;1
202402;1;30096646;12;2;601;A;12.0;11.636243897922128;11.0;32;9;1
202401;1;29864400;12;2;601;A;13.0;13.594806546901115;11.0;30;10;1
202312;1;29631059;12;2;601;A;11.0;11.14707359527788;11.0;31;11;1
202311;1;29401330;12;2;601;A;10.0;10.286345043326286;12.0;30;12;1
202310;1;29169436;12;2;601;A;9.0;9.322211494218482;13.0;30;13;1
202309;1;28940057;12;2;601;A;13.0;12.844661670457105;13.0;31;14;1
202308;1;28711401;12;2;601;A;12.0;12.236305493016697;13.0;30;15;1
202307;1;28490336;12;2;601;A;14.0;13.993202581927749;13.0;31;16;1
202306;1;28256412;12;2;601;A;14.0;14.056138012081446;12.0;31;17;1
202305;1;28031035;12;2;601;A;13.0;13.525919013719836;12.0;30;18;1
202304;1;27805537;12;2;601;A;17.0;17.479882248272695;11.0;30;19;1
202303;1;27582440;12;2;601;A;13.0;12.871210661868966;11.0;31;20;1
202302;1;27358673;12;2;601;A;13.0;13.607486423690837;12.0;30;21;1
202301;1;27136906;12;2;601;A;11.0;11.208047763507947;12.0;30;22;1
202212;1;26918955;12;2;601;A;8.0;8.162424532658768;12.0;30;23;1
202211;1;26696150;12;2;601;A;13.0;13.742817727058613;12.0;30;24;1
202210;1;26477623;12;2;601;A;14.0;14.324072056989033;12.0;31;25;1
202209;1;26272986;12;2;601;A;13.0;12.92535723931804;12.0;31;26;1
202208;1;26044663;12;2;601;A;16.0;16.834546963908892;12.0;30;27;1
202207;1;25834668;12;2;601;A;9.0;9.816133414449734;13.0;29;28;1
202206;1;25616413;12;2;601;A;13.0;12.92661073612728;15.0;31;29;1
202205;1;25404616;12;2;601;A;12.0;12.1511727221004;16.0;30;30;1
202204;1;25197367;12;2;601;A;11.0;10.963339951218398;16.0;31;31;1
202203;1;24984751;12;2;601;A;16.0;16.34367209143138;16.0;31;32;1
202202;1;24778285;12;2;601;A;15.0;15.512125088944916;16.0;30;33;1
202201;1;24571288;12;2;601;A;13.0;13.26034096292421;15.0;30;34;1
202112;1;24366532;12;2;601;A;27.0;28.219839389909044;13.0;30;35;1
202111;1;24165686;12;2;601;A;19.0;18.322497046063692;13.0;32;36;1
202110;1;23961509;12;2;601;A;13.0;13.182438723503742;15.0;30;37;1
202109;1;23761495;12;2;601;A;13.0;14.399177255211962;14.0;28;38;1
202108;1;23565496;12;2;601;A;14.0;15.741671971233156;14.0;28;39;1
202107;1;23365399;12;2;601;A;12.0;12.18484591377696;13.0;30;40;1
202410;2;32011149;13;2;601;A;13.0;13.860845458619405;10.0;29;1;1
202409;2;31769674;13;2;601;A;14.0;13.750921985206093;9.0;31;2;1
202408;2;31527801;13;2;601;A;10.0;10.102761581529567;10.0;31;3;1
202407;2;31279775;13;2;601;A;16.0;16.287377176995896;7.0;30;4;1
202406;2;31044760;13;2;601;A;13.0;12.785489236995618;6.0;31;5;1
202405;2;30803585;13;2;601;A;8.0;8.170663804049036;5.0;30;6;1
202404;2;30566978;13;2;601;A;0.0;0.0;5.0;31;7;1
202403;2;30332644;13;2;601;A;11.0;11.392606052419627;4.0;30;8;1
202402;2;30096647;13;2;601;A;13.0;12.488246286843587;2.0;32;9;1
202401;2;29864402;13;2;601;A;2.0;2.1061952995645252;3.0;30;10;1
202312;2;29631060;13;2;601;A;2.0;2.0100878654860344;3.0;31;11;1
202311;2;29401335;13;2;601;A;2.0;2.0333230299994858;4.0;30;12;1
202310;2;29169437;13;2;601;A;2.0;2.0689553793870887;6.0;30;13;1
202309;2;28940058;13;2;601;A;4.0;4.103011122100413;10.0;31;14;1
202308;2;28711402;13;2;601;A;2.0;2.0838533563520514;14.0;30;15;1
202307;2;28490337;13;2;601;A;4.0;4.0394662387514275;18.0;31;16;1
202306;2;28256413;13;2;601;A;4.0;3.9652585130429343;21.0;31;17;1
202305;2;28031036;13;2;601;A;8.0;8.350099376372702;24.0;30;18;1
202304;2;27805538;13;2;601;A;16.0;16.65824242092037;26.0;30;19;1
202303;2;27582442;13;2;601;A;29.0;29.1219330804706;26.0;31;20;1
202302;2;27358675;13;2;601;A;26.0;27.201231695193528;26.0;30;21;1
202301;2;27136907;13;2;601;A;27.0;27.719042577804128;26.0;30;22;1
202212;2;26918960;13;2;601;A;27.0;27.812862695491678;25.0;30;23;1
202211;2;26696151;13;2;601;A;26.0;26.331122906958637;25.0;30;24;1
202210;2;26477626;13;2;601;A;29.0;28.989313373850738;24.0;31;25;1
202209;2;26272987;13;2;601;A;27.0;27.513597738160886;25.0;31;26;1
202208;2;26044665;13;2;601;A;26.0;27.292422609043616;26.0;30;27;1
202207;2;25834670;13;2;601;A;27.0;28.865262968142435;27.0;29;28;1
202206;2;25616416;13;2;601;A;25.0;25.04272271197105;28.0;31;29;1
202205;2;25404617;13;2;601;A;24.0;24.80294423178958;29.0;30;30;1
202204;2;25197369;13;2;601;A;25.0;24.954033389787817;28.0;31;31;1
202203;2;24984752;13;2;601;A;30.0;29.958007039238616;27.0;31;32;1
202202;2;24778289;13;2;601;A;33.0;34.929511347450365;25.0;30;33;1
202201;2;24571289;13;2;601;A;32.0;33.31279334998243;22.0;30;34;1
202112;2;24366534;13;2;601;A;33.0;34.586195674522564;20.0;30;35;1
202111;2;24165688;13;2;601;A;27.0;25.569155812815666;19.0;32;36;1
202110;2;23961510;13;2;601;A;24.0;24.64400974943886;18.0;30;37;1
202109;2;23761498;13;2;601;A;24.0;26.579646676109768;17.0;28;38;1
202108;2;23565499;13;2;601;A;15.0;16.41956431631491;18.0;28;39;1
202107;2;23365400;13;2;601;A;17.0;17.512145719591302;19.0;30;40;1
202410;10;32011156;13;2;601;A;10.0;10.750129856206257;10.0;29;1;0
202409;10;31769681;13;2;601;A;6.0;6.0138117363588135;11.0;31;2;0
202408;10;31527808;13;2;601;A;12.0;12.25895297189856;11.0;31;3;0
202407;10;31279782;13;2;601;A;13.0;13.337674550830512;10.0;30;4;0
202406;10;31044767;13;2;601;A;11.0;10.810178831333836;11.0;31;5;0
202405;10;30803592;13;2;601;A;10.0;10.11581842550495;11.0;30;6;0
202404;10;30566985;13;2;601;A;12.0;12.264850407336388;11.0;31;7;0
202403;10;30332660;13;2;601;A;11.0;11.481546005998315;11.0;30;8;0
202402;10;30096661;13;2;601;A;11.0;10.870763580256737;11.0;32;9;0
202401;10;29864418;13;2;601;A;11.0;11.186272283265323;12.0;30;10;0
202312;10;29631067;13;2;601;A;13.0;13.228208554882192;12.0;31;11;0
202311;10;29401383;13;2;601;A;13.0;13.70374844726842;12.0;30;12;0
202310;10;29169444;13;2;601;A;13.0;13.42607311318507;12.0;30;13;0
202309;10;28940065;13;2;601;A;11.0;11.148282709045423;12.0;31;14;0
202308;10;28711409;13;2;601;A;11.0;11.605655991992228;12.0;30;15;0
202307;10;28490344;13;2;601;A;13.0;13.118076603078746;12.0;31;16;0
202306;10;28256420;13;2;601;A;13.0;12.708462974963242;11.0;31;17;0
202305;10;28031050;13;2;601;A;12.0;12.518423060268095;11.0;30;18;0
202304;10;27805545;13;2;601;A;13.0;13.739085171996035;11.0;30;19;0
202303;10;27582456;13;2;601;A;13.0;12.750022386394548;11.0;31;20;0
202302;10;27358687;13;2;601;A;11.0;11.655411586579417;11.0;30;21;0
202301;10;27136914;13;2;601;A;11.0;11.228580117748649;11.0;30;22;0
202212;10;26919001;13;2;601;A;11.0;11.135641400560736;11.0;30;23;0
202211;10;26696164;13;2;601;A;12.0;12.257578740289581;11.0;30;24;0
202210;10;26477664;13;2;601;A;12.0;11.862384867168041;11.0;31;25;0
202209;10;26272994;13;2;601;A;13.0;12.822017105526442;10.0;31;26;0
202208;10;26044697;13;2;601;A;11.0;11.56779585154101;10.0;30;27;0
202207;10;25834686;13;2;601;A;13.0;13.825094367386392;9.0;29;28;0
202206;10;25616462;13;2;601;A;10.0;9.896934255350274;9.0;31;29;0
202205;10;25404630;13;2;601;A;11.0;11.507726510392214;8.0;30;30;0
202204;10;25197386;13;2;601;A;11.0;11.106726789962293;7.0;31;31;0
202203;10;24984759;13;2;601;A;9.0;9.041534774858173;8.0;31;32;0
202202;10;24778323;13;2;601;A;10.0;10.385223594206325;8.0;30;33;0
202201;10;24571296;13;2;601;A;8.0;8.08992567234975;9.0;30;34;0
202112;10;24366552;13;2;601;A;9.0;9.365074121195361;8.0;30;35;0
202111;10;24165709;13;2;601;A;6.0;5.957811834879916;9.0;32;36;0
202110;10;23961517;13;2;601;A;5.0;5.288446305430232;10.0;30;37;0
202109;10;23761525;13;2;601;A;11.0;12.209338911973793;10.0;28;38;0
202108;10;23565525;13;2;601;A;13.0;14.728536282298565;10.0;28;39;0
202107;10;23365407;13;2;601;A;10.0;10.3118677567635;10.0;30;40;0
202410;11;32011157;13;2;601;A;15.0;16.214047560617573;13.0;29;1;0
202409;11;31769682;13;2;601;A;16.0;15.874860246685142;13.0;31;2;0
202408;11;31527809;13;2;601;A;16.0;15.691192508625534;13.0;31;3;0
202407;11;31279783;13;2;601;A;12.0;12.506119049841093;13.0;30;4;0
202406;11;31044768;13;2;601;A;13.0;12.788699699632451;13.0;31;5;0
202405;11;30803593;13;2;601;A;11.0;11.454815349504154;14.0;30;6;0
202404;11;30566986;13;2;601;A;14.0;13.913516780168028;14.0;31;7;0
202403;11;30332662;13;2;601;A;16.0;16.953529704164044;14.0;30;8;0
202402;11;30096663;13;2;601;A;16.0;15.65197344706543;14.0;32;9;0
202401;11;29864420;13;2;601;A;11.0;11.25341932524321;14.0;30;10;0
202312;11;29631068;13;2;601;A;14.0;14.129165870277127;14.0;31;11;0
202311;11;29401388;13;2;601;A;15.0;15.429963174497223;14.0;30;12;0
202310;11;29169445;13;2;601;A;15.0;15.280897154043862;13.0;30;13;0
202309;11;28940066;13;2;601;A;19.0;19.03549539035003;11.0;31;14;0
202308;11;28711410;13;2;601;A;16.0;16.31860521652839;11.0;30;15;0
202307;11;28490345;13;2;601;A;12.0;11.777371862465102;11.0;31;16;0
202306;11;28256421;13;2;601;A;14.0;13.825312340816739;10.0;31;17;0
202305;11;28031052;13;2;601;A;14.0;14.716702890764347;10.0;30;18;0
202304;11;27805546;13;2;601;A;7.0;7.370487099883802;10.0;30;19;0
202303;11;27582458;13;2;601;A;8.0;8.058839369202218;10.0;31;20;0
202302;11;27358689;13;2;601;A;12.0;12.176357244116058;9.0;30;21;0
202301;11;27136915;13;2;601;A;12.0;12.588466518103349;8.0;30;22;0
202212;11;26919005;13;2;601;A;11.0;11.406544242123843;8.0;30;23;0
202211;11;26696165;13;2;601;A;13.0;13.292751671760055;8.0;30;24;0
202210;11;26477667;13;2;601;A;9.0;8.835813162767126;9.0;31;25;0
202209;11;26272995;13;2;601;A;6.0;6.087453141859298;10.0;31;26;0
202208;11;26044699;13;2;601;A;3.0;3.065641842912361;12.0;30;27;0
202207;11;25834688;13;2;601;A;10.0;10.516732164233376;11.0;29;28;0
202206;11;25616465;13;2;601;A;12.0;11.986038259539376;11.0;31;29;0
202205;11;25404632;13;2;601;A;13.0;13.493906416744327;9.0;30;30;0
202204;11;25197388;13;2;601;A;13.0;13.204185121868408;8.0;31;31;0
202203;11;24984760;13;2;601;A;14.0;13.918910286499315;7.0;31;32;0
202202;11;24778327;13;2;601;A;12.0;12.411217225819492;6.0;30;33;0
202201;11;24571297;13;2;601;A;6.0;6.153577909684266;6.0;30;34;0
202112;11;24366555;13;2;601;A;9.0;9.2812865456446;6.0;30;35;0
202111;11;24165711;13;2;601;A;5.0;4.8232136474258605;7.0;32;36;0
202110;11;23961518;13;2;601;A;4.0;4.185934336468138;8.0;30;37;0
202109;11;23761528;13;2;601;A;6.0;6.619845455501009;8.0;28;38;0
202108;11;23565528;13;2;601;A;7.0;7.895688695886577;8.0;28;39;0
202107;11;23365408;13;2;601;A;9.0;9.120135802155094;8.0;30;40;0
202410;12;32011158;13;2;601;A;10.0;10.76492617811816;11.0;29;1;0
202409;12;31769683;13;2;601;A;11.0;10.795944183379856;9.0;31;2;0
202408;12;31527810;13;2;601;A;12.0;12.170426347274624;7.0;31;3;0
202407;12;31279784;13;2;601;A;12.0;12.374808981853723;6.0;30;4;0
202406;12;31044769;13;2;601;A;15.0;14.733073527866074;3.0;31;5;0
202405;12;30803594;13;2;601;A;10.0;10.250846171117518;2.0;30;6;0
202404;12;30566987;13;2;601;A;10.0;10.20538670036683;1.0;31;7;0
202403;12;30332664;13;2;601;A;0.0;0.0;5.0;30;8;0
202402;12;30096665;13;2;601;A;0.0;0.0;9.0;32;9;0
202401;12;29864422;13;2;601;A;0.0;0.0;12.0;30;10;0
202312;12;29631069;13;2;601;A;0.0;0.0;13.0;31;11;0
202311;12;29401392;13;2;601;A;0.0;0.0;14.0;30;12;0
202310;12;29169446;13;2;601;A;4.0;4.093868977863478;15.0;30;13;0
202309;12;28940067;13;2;601;A;29.0;29.45621298332302;12.0;31;14;0
202308;12;28711411;13;2;601;A;25.0;25.598244423547527;11.0;30;15;0
202307;12;28490346;13;2;601;A;15.0;14.697676547253256;10.0;31;16;0
